#{"t_start": 1711495268.6267502, "env_id": "LunarLander-v2"}
r,l,t
15.927507,117,0.38028
42.41607,123,0.718844
177.566093,1000,3.51741
293.110898,243,4.210747
306.527215,222,4.838353
129.503039,1000,7.715673
266.184689,191,8.242718
27.434233,126,8.594302
9.06412,156,9.03045
21.82495,111,9.345584
