Wall time,Step,Value
1711658336.0245233,1811,90.55000305175781
1711658337.3420308,6773,89.11842346191406
1711658338.0957482,9587,89.11000061035156
1711658338.1865423,9892,88.70999908447266
1711658340.1919732,15630,98.81999969482422
1711658340.9056249,18331,101.19999694824219
1711658341.017394,18760,102.41999816894531
1711658342.3952727,23968,103.62999725341797
1711658342.4880147,24317,103.47000122070312
1711658342.8697488,25757,94.48999786376953
1711658343.2558134,27213,92.20999908447266
1711658343.8620481,29485,93.05000305175781
1711658344.3563268,31326,92.25
1711658344.9995058,33808,91.0
1711658345.9791887,37457,91.63999938964844
1711658346.3721974,38949,90.56999969482422
1711658346.7989588,40524,91.9800033569336
1711658348.1751964,45607,92.0199966430664
1711658348.4999912,46850,89.27999877929688
1711658348.6034935,47231,89.43000030517578
1711658348.7640436,47874,89.25
1711658348.9143136,48471,86.86000061035156
1711658352.222446,53911,90.55999755859375
1711658352.953282,54916,89.94000244140625
1711658355.6485698,58591,94.41000366210938
1711658356.564821,59824,95.97000122070312
1711658357.0846746,60541,95.98999786376953
1711658357.7202618,61413,97.22000122070312
1711658359.9092002,64389,94.7300033569336
1711658361.274987,66259,95.52999877929688
1711658365.5782986,71954,98.37999725341797
1711658369.2418785,76779,100.83999633789062
1711658369.8524685,77610,102.08000183105469
1711658372.1312273,80674,99.25
1711658376.8107479,86933,97.05999755859375
1711658381.7879488,93454,104.43000030517578
1711658382.0519338,93806,104.20999908447266
1711658386.115284,99031,102.72000122070312
1711658386.466521,99484,102.83999633789062
1711658390.267931,104325,101.62000274658203
1711658391.2051373,105527,101.2699966430664
1711658393.7569532,108860,101.6500015258789
1711658394.5810823,109914,100.30000305175781
1711658396.3583868,112070,100.73999786376953
1711658398.0390859,114117,101.94000244140625
1711658402.0594106,119149,99.16000366210938
1711658404.5949624,122395,99.5199966430664
1711658405.2376564,123192,98.8499984741211
1711658405.4832199,123513,98.4000015258789
1711658406.3019843,124586,96.5
1711658413.6578586,133794,98.9000015258789
1711658413.9772587,134207,99.66999816894531
1711658417.9798796,139129,101.31999969482422
1711658419.9635777,141592,101.41000366210938
1711658420.258346,141957,100.08999633789062
1711658420.6426594,142436,101.23999786376953
1711658426.0068002,148337,111.68000030517578
1711658428.7673883,151791,114.23999786376953
1711658430.0182996,153386,114.29000091552734
1711658430.5753498,154089,112.7300033569336
1711658433.8909185,158146,102.30999755859375
1711658434.4807293,158891,101.62999725341797
1711658438.0403225,163258,98.72000122070312
1711658439.9619796,165658,99.61000061035156
1711658440.3192356,166108,100.55000305175781
1711658445.1520736,171964,102.30999755859375
1711658445.5534213,172444,103.13999938964844
1711658446.1707556,173176,103.2300033569336
1711658448.6538055,176169,105.11000061035156
1711658453.5683877,182107,101.43000030517578
1711658454.8315742,183627,100.02999877929688
1711658455.9163547,184948,100.51000213623047
1711658456.5096548,185662,99.97000122070312
1711658457.8686929,187281,98.44000244140625
1711658458.1768763,187659,98.04000091552734
1711658459.7817214,189596,98.41999816894531
1711658460.2005248,190076,98.58000183105469
1711658462.2071404,192523,99.62999725341797
1711658470.2545052,202229,106.62000274658203
1711658470.993275,203118,105.94999694824219
1711658471.3759158,203566,106.26000213623047
1711658471.7058117,203992,106.0199966430664
1711658472.8352385,205309,106.97000122070312
1711658473.5580573,206155,105.25
1711658478.7324471,212298,109.66000366210938
1711658478.9921334,212618,108.0
1711658479.916697,213706,110.3499984741211
1711658480.5617824,214482,109.16000366210938
1711658481.4105701,215474,110.66000366210938
1711658482.8222349,217141,109.86000061035156
1711658483.7115028,218164,112.27999877929688
1711658486.0161006,220857,110.87999725341797
1711658487.2870154,222352,109.33000183105469
1711658489.2850325,224702,105.79000091552734
1711658489.847382,225407,104.68000030517578
1711658491.1699355,226981,103.08000183105469
1711658497.3377361,234154,105.5999984741211
1711658499.607585,236840,109.58999633789062
1711658501.279767,238768,113.31999969482422
1711658502.0091925,239607,112.51000213623047
1711658508.8594575,247633,112.37999725341797
1711658512.2090192,251505,111.13999938964844
1711658515.4302971,254760,122.12999725341797
1711658515.807091,255200,121.2699966430664
1711658519.269518,259180,124.66999816894531
1711658521.6717532,261960,127.94999694824219
1711658522.0312693,262391,127.95999908447266
1711658524.058489,264714,127.75
1711658527.5830564,268775,115.4000015258789
1711658531.203414,272916,113.95999908447266
1711658534.6807644,276879,116.62000274658203
1711658534.9881697,277248,115.41999816894531
1711658541.5496535,284711,117.94999694824219
1711658542.3866093,285643,118.2699966430664
1711658554.19775,298952,123.86000061035156
1711658555.1116493,299989,124.23999786376953
1711658555.8770292,300853,124.5999984741211
1711658557.1626892,302325,123.26000213623047
1711658558.6976123,304007,124.37000274658203
1711658559.076869,304442,124.08999633789062
1711658565.5702481,311063,129.8300018310547
1711658577.4706972,322835,150.6199951171875
1711658582.524045,328425,137.94000244140625
1711658582.907282,328864,135.97000122070312
1711658586.3274984,332383,132.19000244140625
1711658590.0256684,335979,136.16000366210938
1711658598.7689846,344817,144.05999755859375
1711658599.3152492,345417,140.30999755859375
1711658600.2168467,346425,140.4199981689453
1711658607.682747,353401,135.3300018310547
1711658615.4249728,361048,146.22999572753906
1711658619.1324549,365132,144.75
1711658621.7056117,367327,152.44000244140625
1711658628.3390496,374557,135.08999633789062
1711658633.1305313,378522,147.9199981689453
1711658634.9814765,380562,149.52999877929688
1711658638.8634572,384031,150.27999877929688
1711658647.660631,392396,149.27000427246094
1711658656.6861937,399971,154.9499969482422
1711658660.8295288,403173,158.02999877929688
1711658681.9260626,422433,163.2100067138672
1711658682.9559734,423555,157.8699951171875
1711658694.262578,431486,181.67999267578125
1711658702.1668878,437560,194.3699951171875
1711658717.1210465,449167,211.52999877929688
1711658761.2508914,480335,220.32000732421875
1711658764.1027858,482623,224.08999633789062
1711658766.6351395,484309,233.0800018310547
1711658779.7439024,493786,213.0800018310547
1711658788.2680738,499608,201.49000549316406
1711658797.3155856,505117,229.77000427246094
1711658800.019291,507004,230.97999572753906
1711658823.70901,521250,297.05999755859375
1711658893.454457,561685,489.3500061035156
1711658971.550233,602845,671.0999755859375
1711658978.2184074,606412,693.3699951171875
1711658992.3250043,613745,712.989990234375
1711659010.9438405,624556,724.2100219726562
1711659076.1188912,657956,842.719970703125
1711659167.063893,705956,922.1099853515625
1711659198.117562,721956,974.0
1711659212.9021559,729956,982.7000122070312
1711659235.2764025,741956,991.1799926757812
1711659250.9642198,749956,1000.0
1711659266.1151674,757956,1000.0
1711659342.8483984,797956,1000.0
1711659372.3998349,813956,1000.0
1711659425.486183,841956,1000.0
1711659440.7199163,849956,1000.0
1711659478.661877,869956,1000.0
1711659535.4295156,897956,1000.0
1711659575.2145734,917956,1000.0
1711659583.1010585,921956,1000.0
1711659676.508438,969956,1000.0
1711659756.940068,1009956,1000.0
1711659771.6171265,1017956,1000.0
1711659779.74988,1021956,1000.0
1711659836.145707,1049956,1000.0
1711659876.6218493,1069956,1000.0
1711659909.6287956,1085956,1000.0
1711659917.352397,1089956,1000.0
1711660011.7239614,1137532,995.760009765625
1711660074.3786263,1169532,995.760009765625
1711660106.759767,1185532,995.760009765625
1711660162.386263,1212878,989.219970703125
1711660313.0751338,1288878,993.4600219726562
1711660328.8407092,1296878,993.4600219726562
1711660369.4108217,1316878,1000.0
1711660378.0260847,1320878,1000.0
1711660393.8394992,1328878,1000.0
1711660416.5774887,1340294,994.1599731445312
1711660447.0432167,1355883,990.0499877929688
1711660491.755399,1378966,980.8800048828125
1711660523.9283557,1394966,980.8800048828125
1711660561.7500377,1414966,980.8800048828125
1711660607.9341953,1438373,980.7899780273438
1711660659.6705394,1467062,960.9600219726562
1711660716.4012775,1497868,949.02001953125
1711660748.230386,1513868,949.02001953125
1711660779.1811779,1529868,954.9500122070312
1711660849.003609,1565868,988.0599975585938
1711660909.533524,1593868,1000.0
1711660931.8629787,1605868,1000.0
1711660939.921319,1609868,1000.0
1711661011.7216604,1645868,1000.0
1711661097.0509675,1685868,1000.0
1711661218.705664,1745868,1000.0
1711661248.9802842,1761868,1000.0
1711661341.197108,1805868,1000.0
1711661348.8813045,1809868,1000.0
1711661380.649845,1825557,996.8900146484375
1711661475.8994792,1874982,971.1400146484375
1711661591.713955,1941444,704.6199951171875
1711661680.8636777,1993239,627.6099853515625
1711661684.1131928,1995298,615.0800170898438
1711661733.222244,2029678,477.2300109863281
1711661735.595271,2031525,478.9599914550781
1711661743.6814833,2037001,484.010009765625
1711661779.6121619,2061862,478.0400085449219
1711661786.8951144,2066344,483.05999755859375
1711661816.4704416,2086196,474.6700134277344
1711661824.2539625,2091680,477.04998779296875
1711661833.0618503,2098002,473.3299865722656
1711661857.8600156,2114421,467.0899963378906
1711661878.9142692,2128752,491.2799987792969
1711661881.2001183,2130434,486.7099914550781
1711661887.2864215,2135090,469.6099853515625
1711661894.9406548,2140487,476.32000732421875
1711661923.0597818,2160892,437.8399963378906
1711661942.9630167,2173893,451.4100036621094
1711661955.204996,2182091,470.010009765625
1711661983.2691116,2201077,488.2699890136719
1711661989.5008807,2205672,484.3699951171875
1711662032.0967875,2234649,497.1499938964844
1711662039.7331579,2240215,504.1700134277344
1711662055.4550846,2250157,490.79998779296875
1711662062.1307092,2255040,493.67999267578125
1711662085.4523726,2271623,464.44000244140625
1711662129.019367,2298036,509.92999267578125
1711662149.1535387,2311135,560.9500122070312
1711662154.859897,2315013,568.1400146484375
1711662241.7555254,2369024,557.8900146484375
1711662264.5859182,2383669,525.4400024414062
1711662271.4842281,2388022,519.4299926757812
1711662296.5479903,2404195,466.80999755859375
1711662300.040648,2406399,471.1600036621094
1711662318.063722,2419093,463.9100036621094
1711662337.103928,2432679,446.57000732421875
1711662353.422297,2444959,430.3999938964844
1711662372.1870387,2457963,423.94000244140625
1711662379.333139,2462362,432.69000244140625
1711662398.5856497,2474383,458.5
1711662428.2837734,2492335,485.8399963378906
1711662457.5566914,2510099,521.3599853515625
1711662463.1455047,2513891,515.2899780273438
1711662469.3890748,2517893,499.0400085449219
1711662477.014002,2523147,487.6400146484375
1711662479.2094452,2524840,476.8399963378906
1711662490.1624978,2533662,430.2099914550781
1711662501.2735834,2541687,406.8599853515625
1711662514.2198343,2551367,364.44000244140625
1711662531.637002,2564373,359.5199890136719
1711662540.2298298,2571476,342.30999755859375
1711662552.3310492,2581724,314.989990234375
1711662571.849,2596464,311.94000244140625
1711662585.6152108,2607994,299.7099914550781
1711662589.6685805,2611158,313.760009765625
1711662598.8565276,2618980,294.8299865722656
1711662605.2092845,2624474,291.9100036621094
1711662608.3079903,2627296,281.6099853515625
1711662617.6009583,2635418,274.239990234375
1711662644.5266469,2657683,281.8299865722656
1711662658.6144333,2669863,273.69000244140625
1711662681.2308068,2689187,281.9200134277344
1711662685.7651656,2693226,277.19000244140625
1711662699.1399145,2704290,282.8500061035156
1711662705.416706,2709771,283.6099853515625
1711662706.4803998,2710732,280.9100036621094
1711662708.2933106,2712132,284.6600036621094
1711662733.535293,2734060,268.3399963378906
1711662748.3254995,2746592,276.32000732421875
1711662751.719815,2749636,273.0
1711662758.6373885,2755778,274.05999755859375
1711662759.7126818,2756742,275.44000244140625
1711662779.5431771,2773557,269.6499938964844
1711662780.7023878,2774597,269.92999267578125
1711662799.6090171,2789373,307.25
1711662805.5467434,2794317,312.2900085449219
1711662812.6461604,2800234,316.0199890136719
1711662816.5740163,2803260,322.3599853515625
1711662829.0696814,2813704,308.5299987792969
1711662835.2061744,2818589,304.7300109863281
1711662836.5546083,2819738,303.6499938964844
1711662838.8007524,2821721,303.2900085449219
1711662840.2239568,2822943,302.4100036621094
1711662843.2622156,2825404,300.8500061035156
1711662858.4349608,2837888,292.6099853515625
1711662861.728103,2840538,292.94000244140625
1711662874.8678687,2851016,303.05999755859375
1711662876.1485708,2852139,304.17999267578125
1711662880.2765539,2855533,301.2900085449219
1711662936.5195193,2900816,320.7900085449219
1711662986.4631038,2940627,331.9700012207031
1711663013.2828503,2961668,343.0199890136719
1711663027.626765,2973033,336.7200012207031
1711663044.5703595,2986337,330.8599853515625
1711663058.1124718,2997066,325.6300048828125
1711663063.0506392,3000936,328.1300048828125
1711663067.2749193,3004397,326.1700134277344
1711663075.7817826,3011519,318.739990234375
1711663082.5015519,3017150,308.1300048828125
1711663084.1314318,3018491,307.42999267578125
1711663089.2734604,3022915,300.5199890136719
1711663090.532244,3024005,291.3500061035156
1711663100.9619575,3032493,292.7099914550781
1711663116.470261,3045374,282.239990234375
1711663144.613585,3068796,288.5
1711663158.3427243,3080302,288.6400146484375
1711663182.3428383,3100186,281.2699890136719
1711663193.7199152,3109353,290.510009765625
1711663214.335806,3126260,290.8500061035156
1711663217.3868344,3128776,297.0400085449219
1711663222.3170357,3133000,283.8699951171875
1711663236.6017332,3144552,287.2799987792969
1711663250.4603295,3156255,274.7900085449219
1711663253.3883147,3158818,269.82000732421875
1711663259.7306268,3164202,259.92999267578125
1711663277.667221,3179200,268.4100036621094
1711663311.0662909,3206682,283.8999938964844
1711663341.8837056,3233092,275.3699951171875
1711663354.3575892,3244025,266.55999755859375
1711663358.6571786,3247416,273.0899963378906
1711663364.4798794,3252508,261.5799865722656
1711663374.9600744,3261227,260.1499938964844
1711663385.3866339,3270577,255.89999389648438
1711663396.5289001,3280296,243.3000030517578
1711663403.9042902,3286923,237.94000244140625
1711663440.9036243,3318649,271.3800048828125
1711663446.7433834,3323466,262.1400146484375
1711663447.6773386,3324318,261.4100036621094
1711663451.7845879,3327970,253.27000427246094
1711663495.786837,3364825,281.9599914550781
1711663500.212765,3368718,281.5899963378906
1711663502.1066427,3370201,286.6499938964844
1711663506.7984781,3374432,265.2099914550781
1711663522.3966782,3387865,250.97000122070312
1711663530.7955706,3395323,242.38999938964844
1711663534.3052843,3398284,245.8800048828125
1711663559.481089,3419332,259.45001220703125
1711663569.2494764,3427409,246.2100067138672
1711663575.538256,3432369,243.94000244140625
1711663577.6619127,3434219,243.77000427246094
1711663581.5646155,3437441,253.00999450683594
1711663583.5555193,3439188,252.1300048828125
1711663584.5528655,3440059,250.0399932861328
1711663599.0542436,3452187,257.2300109863281
1711663601.0775244,3453958,258.0899963378906
1711663604.106732,3456383,257.79998779296875
1711663606.3420691,3458378,260.0899963378906
1711663613.9106896,3464244,268.0299987792969
1711663617.5228615,3467009,278.2099914550781
1711663628.4710112,3476318,285.45001220703125
1711663665.9837446,3507783,281.2699890136719
1711663667.250358,3508866,280.1600036621094
