Wall time,Step,Value
1711494491.7674232,330,-171.87603759765625
1711494492.9500124,749,-165.8509979248047
1711494494.0795555,1121,-141.7887420654297
1711494495.245258,1505,-144.2842254638672
1711494496.2016935,1839,-147.62464904785156
1711494497.18814,2177,-150.65228271484375
1711494498.2839215,2563,-157.3837127685547
1711494499.355259,2935,-152.22726440429688
1711494500.3107195,3239,-146.482177734375
1711494501.3153746,3584,-144.4739990234375
1711494502.441313,3967,-139.60865783691406
1711494503.7789428,4418,-135.5530242919922
1711494505.249619,4923,-138.80145263671875
1711494506.3873618,5301,-134.7511749267578
1711494507.3986826,5654,-132.7440185546875
1711494508.570051,6048,-128.97872924804688
1711494509.6067061,6406,-127.52455139160156
1711494510.8874474,6832,-124.55567932128906
1711494512.1690283,7248,-120.80634307861328
1711494513.638501,7745,-117.71858215332031
1711494514.93736,8182,-117.24252319335938
1711494516.3244736,8651,-115.41899108886719
1711494517.5638866,9061,-112.93020629882812
1711494518.7856407,9479,-110.22650146484375
1711494520.1656168,9934,-106.63240814208984
1711494521.630515,10427,-101.5868148803711
1711494523.1808624,10938,-96.58658599853516
1711494524.3003986,11316,-94.66932678222656
1711494525.537808,11727,-90.02973937988281
1711494526.697332,12102,-84.76472473144531
1711494527.9426112,12511,-78.47632598876953
1711494529.1374369,12916,-72.88684844970703
1711494530.4492762,13349,-68.98783874511719
1711494531.8260128,13793,-66.68537902832031
1711494533.6408968,14382,-67.0853500366211
1711494538.464451,15816,-67.16276550292969
1711494539.8243687,16266,-65.48692321777344
1711494546.39378,18076,-60.37754821777344
1711494556.4936335,20600,-62.55085372924805
1711494572.5457504,24600,-58.3991813659668
1711494588.873585,28600,-55.565372467041016
1711494606.524086,32600,-52.06044006347656
1711494618.9341855,35716,-43.502540588378906
1711494633.3690374,39310,-37.52009582519531
1711494649.318155,43220,-33.19636535644531
1711494661.2195454,46410,-27.54444694519043
1711494676.8424647,50382,-22.831024169921875
1711494693.3308394,54117,-18.573442459106445
1711494706.136975,57088,-14.375054359436035
1711494720.5233955,60807,-8.287283897399902
1711494734.8135335,64394,-1.3557746410369873
1711494748.0126503,67559,1.164432168006897
1711494760.8617764,70717,11.638932228088379
1711494769.011891,72900,22.750564575195312
1711494775.7304783,74627,31.305330276489258
1711494789.8530388,78178,38.60698699951172
1711494801.1505084,81095,48.49647903442383
1711494807.9728477,82824,47.25714874267578
1711494815.8410418,84826,54.02739715576172
1711494824.5586944,87074,62.656620025634766
1711494833.5645893,89314,70.21067810058594
1711494837.9744356,90464,71.37540435791016
1711494839.9140081,91006,71.29100799560547
1711494841.601521,91485,73.83595275878906
1711494843.5638175,92039,76.39126586914062
1711494846.4141092,92852,73.99687194824219
1711494848.1143315,93347,76.03317260742188
1711494856.681829,95550,73.89776611328125
1711494864.0089014,97460,72.7929458618164
1711494871.2347534,99361,78.06884002685547
1711494877.1332557,100910,81.0023193359375
1711494886.2628279,103239,87.92326354980469
1711494895.6684,105682,94.55570983886719
1711494904.0491495,107883,102.26583862304688
1711494907.1538117,108729,102.45085144042969
1711494912.3705473,110111,97.62467193603516
1711494924.8259459,113213,104.50696563720703
1711494934.876495,115812,105.43751525878906
1711494945.3934052,118511,101.3863525390625
1711494956.2031357,121190,100.06326293945312
1711494966.7364311,123872,102.6999740600586
1711494971.641636,125175,100.5935287475586
1711494981.0817134,127478,106.42813873291016
1711494990.2987227,129792,104.93359375
1711495003.6844518,133136,110.3217544555664
1711495013.2124903,135553,109.71358489990234
1711495025.8509316,138631,113.6206283569336
1711495034.8510816,140800,118.93669891357422
1711495043.8611379,143047,125.5938491821289
1711495052.346626,145207,128.1863555908203
1711495054.0705452,145697,130.9347686767578
1711495058.184891,146782,133.3302459716797
1711495067.211625,149041,132.99227905273438
1711495072.022255,150306,133.3287353515625
1711495075.58295,151272,131.88162231445312
1711495077.2489464,151685,128.5938720703125
1711495084.1592875,153407,124.95249938964844
1711495089.313964,154699,120.74845123291016
1711495101.2051344,157705,118.50916290283203
1711495106.799826,159168,121.18412780761719
1711495110.7658217,160174,125.77071380615234
1711495116.1802633,161516,119.58082580566406
1711495120.8396232,162718,116.07057189941406
1711495126.3380854,164089,113.0083236694336
1711495131.7293835,165461,108.58961486816406
1711495144.9625592,168780,108.13495635986328
1711495148.7864392,169766,106.09485626220703
1711495159.2595184,172361,107.69975280761719
1711495160.990214,172848,105.3449935913086
1711495168.1809063,174620,100.77497100830078
1711495175.9624803,176591,108.16683959960938
1711495181.131619,177913,107.59615325927734
1711495183.2797496,178511,107.59588623046875
1711495192.0689392,180715,107.14732360839844
1711495197.6135755,182135,110.1956787109375
1711495202.898231,183462,113.5378646850586
1711495206.8877988,184523,115.99166870117188
1711495212.7613916,186058,116.7835922241211
1711495221.789343,188309,123.31285858154297
1711495231.2485404,190606,124.37565612792969
1711495243.0667768,193499,130.05894470214844
1711495250.1562948,195335,126.06596374511719
1711495251.935477,195834,122.8676528930664
1711495256.1816642,196934,116.83610534667969
1711495262.3074143,198491,116.73819732666016
