#{"t_start": 1711472415.9720976, "env_id": "LunarLander-v2"}
r,l,t
-69.796145,65,0.85619
-267.898792,133,1.28831
-126.710913,80,1.540865
-87.675221,119,1.923496
-154.054187,104,2.247337
-8.480051,90,2.542643
-119.894681,81,2.795732
-435.890078,99,3.10688
-202.237997,94,3.412885
-139.827154,92,3.700136
-130.492883,93,7.260824
-105.927204,90,7.545186
-124.95125,89,7.830477
-157.430409,104,8.157419
-87.021569,65,8.356717
-116.963829,104,8.697909
-102.510904,119,9.063074
-96.728698,113,9.421388
-153.581895,86,9.696499
-263.123958,104,10.03093
-101.6745,69,10.252017
-49.184974,65,13.688802
-123.460465,82,13.951142
-85.721261,68,14.170096
-72.461342,71,14.403032
-111.257365,86,14.680368
-89.165636,126,15.092126
-70.852585,57,15.275262
-138.710341,98,15.590365
-61.665106,68,15.804353
-85.06112,144,16.280911
-146.349395,98,16.597745
-233.606705,102,16.963978
-249.768375,144,20.660215
-120.067314,80,20.919399
-1.721612,76,21.164165
-99.794725,75,21.409189
-261.523208,73,21.654471
-148.073604,92,21.955424
-75.153454,73,22.191056
-162.712533,137,22.639601
-124.104815,93,22.944898
-71.111204,63,23.161308
-235.55926,143,26.872657
-136.096304,99,27.19851
-78.564242,114,27.571905
-107.993994,75,27.817308
-95.902473,91,28.108505
-150.673323,106,28.464168
-57.011998,59,28.660637
-105.610361,77,28.912494
-118.590408,130,29.338361
-74.774132,126,29.746779
-329.630569,147,33.471653
-58.526211,117,33.858388
-67.146963,69,34.082169
-76.154464,96,34.397539
-79.933763,120,34.804661
-160.862888,123,35.212698
-265.640364,144,35.691728
-115.309203,95,36.011553
-85.120684,84,36.280285
-77.057527,81,36.576659
-113.416124,115,40.164453
-104.421563,88,40.458077
-85.479793,69,40.68133
-167.551761,98,41.014946
-78.096698,80,41.278289
-136.419678,108,41.636305
-118.004103,74,41.873452
-90.363693,148,42.363222
-45.773381,80,42.627932
-89.826205,109,43.017715
-88.275786,103,43.351039
-69.833801,80,46.817716
-57.465369,104,47.168422
-42.184723,93,47.481016
-75.841472,85,47.773564
-89.072991,113,48.141887
-72.761012,99,48.486374
-66.800242,69,48.706333
-125.293522,95,49.029428
-85.471916,67,49.255851
-75.695013,86,49.567969
-97.486949,87,49.861673
-80.52785,111,53.428073
-11.414183,81,53.70701
-76.771962,119,54.119394
-61.32251,89,54.428004
-37.159566,84,54.710193
-72.451763,93,55.033502
-42.786251,96,55.363525
-16.532446,139,55.840425
-47.260141,86,56.16717
-98.814121,94,56.493582
-56.558896,86,56.789259
-33.783352,114,60.392348
23.137098,100,60.745175
-55.240931,84,61.045621
-44.222191,137,61.54657
-27.742377,106,61.935892
-60.162932,128,62.391368
-21.456296,90,62.711932
-171.321572,392,67.530941
-49.02886,128,68.014546
31.375324,165,68.634709
-61.009142,118,69.075163
-45.276548,143,69.627459
-7.925193,130,70.195398
-83.389041,120,70.692647
-62.542621,140,74.510061
-22.861173,132,75.093166
-29.882352,107,75.614012
-13.974633,124,76.275041
-8.437212,143,76.933886
-34.665367,102,77.38714
5.686306,116,77.943338
26.413428,140,78.59205
3.591584,121,79.164088
-62.69517,164,83.039099
-44.894596,174,83.811702
-38.159831,169,84.641386
22.217406,180,85.595296
-146.608372,191,86.744244
-74.532231,91,87.317712
-47.106915,134,91.24051
-96.607233,152,92.107632
20.760872,197,93.401983
-47.1055,166,94.651207
-39.522824,197,96.221925
-8.496954,153,97.590837
-55.203426,160,102.277782
34.429987,185,103.836481
21.940359,257,106.34787
-84.751157,250,108.399729
-1.742698,136,109.670421
-45.217363,219,115.034999
-11.818659,142,116.386001
79.261366,1000,132.53973
18.015902,180,134.152451
32.763701,158,135.272962
50.059501,1000,152.458911
-5.751932,1000,170.660664
65.297773,1000,186.225957
-69.466018,202,189.167467
27.227384,221,191.704376
41.381863,1000,208.844644
-5.167959,285,215.773023
116.112519,1000,233.27892
79.948241,1000,251.389064
15.918972,249,254.819705
123.258035,1000,271.807629
100.693003,1000,290.017046
125.092613,1000,310.220623
102.235918,1000,328.658169
73.171222,1000,346.174872
100.079305,1000,365.525194
120.561897,1000,384.542425
91.182663,1000,402.945777
123.565809,1000,420.065254
90.00526,1000,439.552819
100.86388,1000,457.562988
153.921461,1000,475.48824
66.386341,1000,494.33867
122.791881,1000,509.073671
131.366403,1000,527.180713
113.421906,1000,545.873919
136.97958,1000,563.374993
125.687603,1000,579.870262
200.599405,523,590.429196
148.359707,1000,607.00845
154.758467,1000,623.155719
165.272876,1000,639.428095
134.084277,1000,656.309623
164.243607,1000,673.247335
127.951729,1000,690.826457
134.144035,1000,708.123259
117.303857,1000,724.744205
32.473838,376,729.517082
253.821461,795,742.963807
238.521839,872,757.886624
212.678087,403,762.630804
244.638512,613,772.596713
265.384469,428,778.090909
241.37154,451,785.875854
272.268345,328,788.799369
277.93077,482,792.787269
233.104384,361,799.185551
209.529608,377,802.432054
246.70337,375,805.693968
261.769705,367,812.37455
-0.500109,333,815.002704
273.230985,392,821.412133
-5.424943,296,823.92526
235.970515,372,826.790215
254.38224,481,833.945023
248.724916,341,836.572803
236.39502,356,839.39664
256.463696,431,845.771129
273.503914,376,848.802598
35.856729,275,850.961902
63.215004,315,856.567793
266.608518,345,859.120326
270.877238,341,861.574213
217.865542,363,867.541196
241.473731,381,870.428504
282.869117,356,873.21757
257.910138,374,879.23473
256.282751,378,882.050324
