#{"t_start": 1711146967.0513315, "env_id": "LunarLander-v2"}
r,l,t
-99.119739,86,3.228127
-407.911948,86,3.765925
-99.77571,101,4.459188
-110.646877,81,4.940334
-88.784978,78,5.316167
-180.79145,113,5.826519
-97.597821,114,6.352123
-176.938056,106,6.81191
-263.542092,96,7.242481
-130.00991,106,7.701281
-142.548665,79,13.075525
-126.382644,82,13.478962
-231.109936,119,14.002481
-112.912254,75,14.366143
-63.101043,79,14.728797
-129.262986,59,15.146493
-329.546628,103,15.842716
-329.455703,89,16.442866
-80.697775,85,17.038596
-228.041572,106,17.557208
-98.663854,63,17.823671
-118.347749,78,18.156276
-40.202427,80,22.909069
-142.468494,111,23.421077
-220.076486,93,23.866601
-77.266753,89,24.292206
-140.729159,97,24.730245
-180.568646,80,25.101034
-120.411845,100,25.563741
-88.208812,75,25.931511
-121.35612,127,26.509788
-219.858692,128,27.106341
-111.01678,107,27.884769
-128.733544,122,33.421807
-67.168032,66,33.730588
-65.870318,71,34.093513
-86.038563,102,34.553351
-237.403614,114,35.100847
-124.811821,79,35.483538
-266.671901,133,36.100528
-82.903133,87,36.515193
-238.361555,74,36.85201
-109.253626,88,37.347505
-239.151983,128,43.418331
-91.696579,74,43.766815
-133.776011,96,44.235168
-131.427914,63,44.556153
-152.629718,87,44.97685
-57.54138,69,45.314381
-83.094469,96,45.794898
-63.611008,113,46.344684
-71.181685,75,46.71702
-129.152182,136,47.412175
-187.731673,121,48.266745
-117.849137,102,54.836056
-80.073967,107,55.360088
-43.11122,72,55.714517
-94.26951,103,56.23071
-80.155959,111,56.784491
-84.45641,86,57.204831
-64.197562,83,57.588736
-65.060266,112,58.130697
-40.305776,64,58.439741
-71.45863,71,58.77306
-123.81761,95,59.311436
-93.227196,61,59.598338
-78.598613,76,64.439651
-62.681395,77,65.008568
-95.885884,83,65.587987
-123.424708,108,66.413779
-125.96235,94,67.004211
-141.385624,136,68.290037
-77.202087,136,69.579835
-68.321577,140,70.303422
-40.489663,121,70.985617
-125.655786,115,76.003047
-98.118923,115,76.588287
-35.183529,107,77.345694
-40.072265,140,78.389196
-65.274197,113,79.268889
-63.589328,89,79.735632
-93.399948,82,80.140139
-74.232305,97,80.654813
-38.85782,107,81.271699
-30.960546,123,81.906052
-28.344409,136,87.063191
-8.472297,118,87.709578
-34.209108,107,88.293756
8.088719,180,89.408042
-13.037525,143,90.515659
-51.922372,163,91.867633
-74.731487,136,92.735491
-33.710031,172,98.441136
-28.66471,147,99.667648
-37.390071,117,100.802289
-30.789493,150,102.43511
-18.69166,145,104.099962
-52.838848,129,105.370062
6.747469,108,106.34759
-27.008816,138,112.084399
-26.967047,122,112.89129
-26.895625,116,113.694331
-60.949908,186,115.75303
-57.581543,129,117.150931
-7.835103,123,118.467549
-54.436667,176,120.735872
8.524055,183,128.136439
-26.565609,117,129.480721
-115.397062,141,130.942598
-32.524521,160,132.37534
27.718748,96,133.10033
-238.077488,790,145.602325
0.57703,153,147.307209
35.795252,148,148.840361
4.818992,164,150.56278
-42.212629,162,152.531018
90.319689,1000,168.746282
3.13407,105,174.747603
-8.698364,137,177.145345
-9.975155,198,180.91765
-33.424548,188,183.875261
-17.404223,182,187.132978
47.002758,190,191.363024
-73.60285,199,199.062966
131.513661,1000,222.277326
63.985816,1000,250.966254
65.816861,1000,277.817645
24.271777,1000,302.921717
33.603636,1000,333.426263
-23.035365,229,343.673371
65.361837,1000,376.462863
15.597584,1000,410.434841
88.586744,1000,440.344779
105.165936,1000,469.378114
62.062025,1000,501.306077
68.418648,1000,526.116286
142.138879,1000,551.951922
119.227736,1000,581.027635
66.820531,1000,604.617973
9.704237,336,616.321678
137.762192,1000,643.484552
165.43618,1000,672.706936
132.497506,1000,701.632694
106.121133,1000,730.70339
147.701771,1000,758.101004
162.31732,1000,786.816333
152.699057,1000,813.81564
128.756799,1000,845.297571
125.725894,1000,872.973819
112.896397,1000,900.291982
174.336005,1000,930.209759
56.03439,261,937.06968
159.574196,1000,964.635738
170.235861,1000,989.441079
139.257431,1000,1015.532679
162.053538,1000,1041.885643
35.483453,275,1046.598933
125.354883,1000,1069.48828
47.121866,228,1074.672497
128.706057,1000,1099.549125
171.502686,1000,1126.057124
167.24907,1000,1152.663066
180.19291,1000,1177.425648
156.989211,1000,1204.475446
155.91567,1000,1227.963466
173.167221,1000,1253.934636
117.357069,1000,1279.639042
110.521076,1000,1305.365856
185.937507,1000,1331.001519
16.732286,258,1335.454007
122.805731,1000,1360.136338
145.163044,1000,1385.693819
134.477648,1000,1410.015825
17.29124,262,1414.981585
144.25375,1000,1439.238548
183.660712,1000,1463.937859
134.66229,1000,1489.119238
