#{"t_start": 1711472415.9689608, "env_id": "LunarLander-v2"}
r,l,t
-216.194352,110,1.007826
-106.261357,79,1.2585
-199.861727,81,1.516859
-91.42126,108,1.865052
-118.375961,83,2.130684
-227.851412,107,2.46905
-122.477173,75,2.706245
-148.771008,77,2.953104
-121.027574,119,3.329897
-106.607429,114,3.689922
-219.2929,128,7.362298
-93.631064,98,7.675028
-279.30862,100,7.996742
-131.649065,83,8.25191
-279.683283,127,8.658469
-317.950892,77,8.898154
-104.426268,81,9.152704
-111.723267,75,9.38787
-189.967918,117,9.760121
-137.791249,75,10.002722
-109.387078,85,10.273643
-245.582189,127,13.913619
-83.901609,89,14.19616
-86.553422,65,14.409536
-87.398932,70,14.634871
-50.644716,151,15.127981
-136.233466,71,15.354944
-108.919238,91,15.645221
-103.721744,65,15.85261
-14.83194,98,16.171218
-90.510752,106,16.521295
-70.365711,79,16.813533
-33.824953,94,20.34272
-144.715787,88,20.63183
-166.547745,88,20.918286
-102.561044,68,21.139507
-161.777646,107,21.488789
-53.239345,72,21.732874
-101.161458,104,22.07271
-55.293954,79,22.319146
-115.735807,96,22.638491
-134.436634,99,22.963997
-123.161889,99,23.318665
-79.502923,142,27.005614
-62.252747,77,27.262017
-57.207536,85,27.539186
-84.614383,85,27.815691
-187.06329,114,28.186772
11.006074,74,28.432928
-65.549823,137,28.884424
-124.29165,124,29.291488
-50.381345,63,29.493874
-29.854144,69,29.721148
-76.803214,99,30.06983
-279.847983,134,33.729351
-83.066503,86,34.006059
-44.472409,120,34.404337
49.783767,166,34.960508
-86.927991,72,35.200677
-95.036675,79,35.46485
-94.326431,74,35.71044
-94.01922,71,35.947183
-110.055197,104,36.286672
-84.25957,93,36.633375
-90.725142,93,40.136471
-66.12361,129,40.566997
-84.532429,105,40.916166
-57.019147,98,41.241692
-56.381112,118,41.63237
-86.039922,132,42.068076
-71.430482,83,42.33586
-82.500513,93,42.644579
-102.859427,124,43.083468
-72.996658,61,43.282481
-73.350446,62,46.681782
-78.975979,79,46.950145
-91.947997,93,47.257756
-46.433893,113,47.642558
-73.131169,89,47.940212
-51.783414,82,48.208887
-70.988205,99,48.553781
-70.755706,73,48.790934
-74.565484,111,49.165302
-77.757476,75,49.411734
-60.998179,113,49.82756
-69.870377,68,50.048922
-90.12633,133,53.698636
-27.524134,111,54.079409
-65.173476,125,54.514997
-76.328445,81,54.791896
-38.862332,91,55.105546
-37.100531,77,55.369987
-37.211115,72,55.614141
-74.846004,77,55.882765
-28.056375,99,56.251578
-22.562514,99,56.594905
-46.615214,89,60.103189
-26.113491,78,60.382385
1.119895,114,60.785598
-86.067717,132,61.257698
-61.630738,167,61.872054
-2.805156,112,62.275199
-44.04364,105,62.649239
-52.155582,84,62.973353
-29.908311,96,63.335073
-2.00029,93,63.700511
-72.652645,96,67.350569
-54.456411,113,67.798523
19.999809,105,68.197484
-1.339673,118,68.641543
-28.330059,120,69.089975
-39.134312,143,69.642776
-46.623833,138,70.242918
-23.501179,108,70.690031
-13.275076,94,71.086773
-18.869062,120,74.830997
-7.360482,90,75.240171
-30.662247,109,75.788571
7.381303,123,76.45612
-28.887968,81,76.798738
-73.089899,119,77.330105
-22.866423,155,78.068226
-100.408654,167,78.849907
-34.289902,103,82.513116
-1.040918,118,82.993922
-38.696884,140,83.607116
-74.360086,106,84.101007
-52.132457,190,85.066678
-27.230442,109,85.660417
52.65045,122,86.390817
48.278968,101,87.014288
-36.117934,113,87.664472
-101.172424,163,91.754146
-39.797474,146,92.640596
-25.728331,143,93.649412
-57.860332,171,94.92324
8.73711,118,95.865908
-115.887056,178,97.454554
-56.892989,247,102.895456
-5.272989,133,104.019496
-24.311319,187,105.865569
-27.924275,184,107.424512
21.178322,126,108.488593
116.008877,1000,122.217513
-48.182358,230,125.667691
-4.946273,163,131.212544
39.255852,235,133.844777
35.689862,1000,149.723256
116.689084,1000,167.639658
-33.195773,172,170.288249
-66.239095,154,172.364273
25.219432,1000,188.191182
-17.912766,187,190.461324
56.22846,1000,207.477812
106.77667,1000,224.488961
51.641819,212,227.224364
136.355549,1000,245.594841
92.268111,1000,261.915938
15.230749,303,269.737986
-1.785244,275,273.921284
91.995714,1000,292.445662
93.272705,1000,312.570798
131.401356,1000,330.920763
82.873324,1000,348.538157
117.412278,1000,367.969563
112.629664,1000,386.726174
120.706427,1000,405.073607
123.504905,1000,422.359285
103.560482,1000,442.013834
100.451963,1000,459.832463
136.831158,1000,477.785374
128.193694,1000,496.866458
121.868767,1000,514.402799
121.737686,1000,532.757091
126.137794,1000,551.244707
116.04282,1000,568.807325
115.958226,1000,585.189859
114.961178,1000,601.983747
24.215875,377,607.045645
149.624821,1000,623.193578
112.174261,1000,639.469769
159.333963,1000,656.352644
18.998852,343,661.170359
137.180898,1000,678.639029
125.779211,1000,695.443923
160.777287,1000,712.630496
-1.697206,330,716.998227
121.638831,1000,733.048383
131.745088,1000,750.37116
209.575955,451,758.770542
242.546004,634,766.01286
129.923311,1000,780.793761
274.561832,410,787.875459
274.993537,453,791.828376
259.9704,376,798.247724
214.347811,396,801.520539
264.855743,408,805.164151
234.446122,405,812.201788
129.210307,1000,823.662294
221.290948,392,826.654412
289.30452,356,829.461385
243.200084,366,835.641268
248.981322,387,838.729893
223.345018,352,844.542657
264.863948,344,847.15116
261.769038,392,850.369451
231.303939,356,856.228459
227.499654,329,858.726002
245.533418,346,861.188066
272.651498,352,867.101021
119.527931,1000,877.943357
243.752797,354,880.533519
285.899084,332,883.015968
