#{"t_start": 1711473304.1877725, "env_id": "LunarLander-v2"}
r,l,t
229.156474,446,1.313748
252.145522,385,2.400043
211.172535,434,3.625861
208.371327,423,4.816712
126.924004,635,6.590902
240.568221,438,7.824967
202.853364,424,9.019368
266.71372,387,10.106464
216.356039,433,11.328725
218.758176,407,12.478215
