#{"t_start": 1711468651.35737, "env_id": "LunarLander-v2"}
r,l,t
259.849233,297,0.99562
9.260336,1000,4.295966
-6.237251,1000,7.460335
267.893617,257,8.22583
178.132735,453,9.801021
-12.689167,1000,13.295354
224.642783,294,14.227778
201.798909,357,15.479391
190.966677,420,16.858591
224.174866,291,17.943401
